dataformat_pdf_section,field_idx_raw_34,row_raw_34,section_raw_34,subsection_raw_34,field_raw_34,field_idx_raw_35,row_raw_35,section_raw_35,subsection_raw_35,field_raw_35,field_id_rawx,section_rawx,field_rawx,inch_section,inch_field,Inch_change,notes
1.11 Non-Transformer Branch Data,20,1,BRANCH DATA,BRANCH DATA,GI,20,1,BRANCH DATA,BRANCH DATA,GI,20,acline,gi,DATA_BRANCH,ShuntGFr,N/A,Complex admittance of the line shunt at the bus I end of the branch; entered in pu.
1.11 Non-Transformer Branch Data,21,1,BRANCH DATA,BRANCH DATA,BI,21,1,BRANCH DATA,BRANCH DATA,BI,21,acline,bi,DATA_BRANCH,ShuntBFr,N/A,Complex admittance of the line shunt at the bus I end of the branch; entered in pu.
1.11 Non-Transformer Branch Data,22,1,BRANCH DATA,BRANCH DATA,GJ,22,1,BRANCH DATA,BRANCH DATA,GJ,22,acline,gj,DATA_BRANCH,ShuntGTo,N/A,Complex admittance of the line shunt at the bus J end of the branch; entered in pu.
1.11 Non-Transformer Branch Data,23,1,BRANCH DATA,BRANCH DATA,BJ,23,1,BRANCH DATA,BRANCH DATA,BJ,23,acline,bj,DATA_BRANCH,ShuntBTo,N/A,Complex admittance of the line shunt at the bus J end of the branch; entered in pu.
1.11 Non-Transformer Branch Data,24,1,BRANCH DATA,BRANCH DATA,ST,24,1,BRANCH DATA,BRANCH DATA,ST,24,acline,stat,DATA_BRANCH,Status,N/A,Branch status of one for in-service and zero for out-of-service
1.11 Non-Transformer Branch Data,25,1,BRANCH DATA,BRANCH DATA,MET,25,1,BRANCH DATA,BRANCH DATA,MET,25,acline,method,DATA_BRANCH,Mt,N/A,Metered end flag
1.11 Non-Transformer Branch Data,26,1,BRANCH DATA,BRANCH DATA,LEN,26,1,BRANCH DATA,BRANCH DATA,LEN,26,acline,len,DATA_BRANCH,Length,N/A,Line length; entered in user-selected units
1.11 Non-Transformer Branch Data,27,1,BRANCH DATA,BRANCH DATA,O1,27,1,BRANCH DATA,BRANCH DATA,O1,27,acline,o1,DATA_BRANCH,Own1,N/A,Owner number
1.11 Non-Transformer Branch Data,28,1,BRANCH DATA,BRANCH DATA,F1,28,1,BRANCH DATA,BRANCH DATA,F1,28,acline,f1,DATA_BRANCH,Own1%,N/A,Fraction of total ownership assigned to owner Oi
1.11 Non-Transformer Branch Data,29,1,BRANCH DATA,BRANCH DATA,O2,29,1,BRANCH DATA,BRANCH DATA,O2,29,acline,o2,DATA_BRANCH,Own2,N/A,Owner number
1.11 Non-Transformer Branch Data,30,1,BRANCH DATA,BRANCH DATA,F2,30,1,BRANCH DATA,BRANCH DATA,F2,30,acline,f2,DATA_BRANCH,Own2%,N/A,Fraction of total ownership assigned to owner Oi
1.11 Non-Transformer Branch Data,31,1,BRANCH DATA,BRANCH DATA,O3,31,1,BRANCH DATA,BRANCH DATA,O3,31,acline,o3,DATA_BRANCH,Own3,N/A,Owner number
1.11 Non-Transformer Branch Data,32,1,BRANCH DATA,BRANCH DATA,F3,32,1,BRANCH DATA,BRANCH DATA,F3,32,acline,f3,DATA_BRANCH,Own3%,N/A,Fraction of total ownership assigned to owner Oi
1.11 Non-Transformer Branch Data,33,1,BRANCH DATA,BRANCH DATA,O4,33,1,BRANCH DATA,BRANCH DATA,O4,33,acline,o4,DATA_BRANCH,Own4,N/A,Owner number
1.11 Non-Transformer Branch Data,34,1,BRANCH DATA,BRANCH DATA,F4,34,1,BRANCH DATA,BRANCH DATA,F4,34,acline,f4,DATA_BRANCH,Own4%,N/A,Fraction of total ownership assigned to owner Oi
1.12 System Switching Device Data,1,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,I,1,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,I,1,sysswd,ibus,N/A,N/A,N/A,From bus number
1.12 System Switching Device Data,2,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,J,2,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,J,2,sysswd,jbus,N/A,N/A,N/A,To bus number
1.12 System Switching Device Data,3,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,CKT,3,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,CKT,3,sysswd,ckt,N/A,N/A,N/A,Two-character uppercase non-blank alphanumeric switching device identifier
1.12 System Switching Device Data,4,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,X,4,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,X,4,sysswd,xpu,N/A,N/A,N/A,"Branch reactance; entered in pu, must be less than ZTHRES"
1.12 System Switching Device Data,5,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE1,5,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE1,5,sysswd,rate1,N/A,N/A,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.12 System Switching Device Data,6,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE2,6,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE2,6,sysswd,rate2,N/A,N/A,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.12 System Switching Device Data,7,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE3,7,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE3,7,sysswd,rate3,N/A,N/A,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.12 System Switching Device Data,8,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE4,8,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE4,8,sysswd,rate4,N/A,N/A,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.12 System Switching Device Data,9,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE5,9,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE5,9,sysswd,rate5,N/A,N/A,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.12 System Switching Device Data,10,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE6,10,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE6,10,sysswd,rate6,N/A,N/A,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.12 System Switching Device Data,11,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE7,11,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE7,11,sysswd,rate7,N/A,N/A,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.12 System Switching Device Data,12,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE8,12,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE8,12,sysswd,rate8,N/A,N/A,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.12 System Switching Device Data,13,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE9,13,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE9,13,sysswd,rate9,N/A,N/A,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.12 System Switching Device Data,14,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE10,14,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE10,14,sysswd,rate10,N/A,N/A,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.12 System Switching Device Data,15,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE11,15,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE11,15,sysswd,rate11,N/A,N/A,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.12 System Switching Device Data,16,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE12,16,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,RATE12,16,sysswd,rate12,N/A,N/A,N/A,"nth rating; entered in either MVA or current expressed as MVA, according to the value specified for NXFRAT"
1.12 System Switching Device Data,17,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,STATUS,17,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,STATUS,17,sysswd,stat,N/A,N/A,N/A,Switching device status
1.12 System Switching Device Data,18,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,NSTATUS,18,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,NSTATUS,18,sysswd,nstat,N/A,N/A,N/A,Switching device normal status
1.12 System Switching Device Data,19,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,METERED,19,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,METERED,19,sysswd,met,N/A,N/A,N/A,Metered end
1.12 System Switching Device Data,20,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,STYPE,20,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,STYPE,20,sysswd,stype,N/A,N/A,N/A,Switching device type
1.12 System Switching Device Data,21,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,NAME,21,1,SYSTEM SWITCHING DEVICE DATA,SYSTEM SWITCHING DEVICE DATA,NAME,21,sysswd,name,N/A,N/A,N/A,System switching device name
1.13 Transformer Data,1,1,TRANSFORMER DATA,TRANSFORMER DATA,I,1,1,TRANSFORMER DATA,TRANSFORMER DATA,I,1,transformer,ibus,DATA_TRANSFORMER,W1Bus#,N/A,the bus to which Winding 1 is connected
1.13 Transformer Data,2,1,TRANSFORMER DATA,TRANSFORMER DATA,J,2,1,TRANSFORMER DATA,TRANSFORMER DATA,J,2,transformer,jbus,DATA_TRANSFORMER,W2Bus#,N/A,the bus to which Winding 2 is connected
1.13 Transformer Data,3,1,TRANSFORMER DATA,TRANSFORMER DATA,K,3,1,TRANSFORMER DATA,TRANSFORMER DATA,K,3,transformer,kbus,DATA_TRANSFORMER,W3Bus#,N/A,the bus to which Winding 3 is connected. Zero is used to indicate that no third winding is present
1.13 Transformer Data,4,1,TRANSFORMER DATA,TRANSFORMER DATA,CKT,4,1,TRANSFORMER DATA,TRANSFORMER DATA,CKT,4,transformer,ckt,DATA_TRANSFORMER,CKT,N/A,One- or two-character uppercase non-blank alphanumeric transformer circuit identifier
1.13 Transformer Data,5,1,TRANSFORMER DATA,TRANSFORMER DATA,CW,5,1,TRANSFORMER DATA,TRANSFORMER DATA,CW,5,transformer,cw,DATA_TRANSFORMER,CW,N/A,"The winding data I/O code defines the units in which the turns ratios WINDV1, WINDV2 and WINDV3 are specified"
1.13 Transformer Data,6,1,TRANSFORMER DATA,TRANSFORMER DATA,CZ,6,1,TRANSFORMER DATA,TRANSFORMER DATA,CZ,6,transformer,cz,DATA_TRANSFORMER,CZ,N/A,"The impedance data I/O code defines the units in which the winding impedances R1-2, X1-2, R2-3, X2-3, R3-1 and X3-1 are specified"
1.13 Transformer Data,7,1,TRANSFORMER DATA,TRANSFORMER DATA,CM,7,1,TRANSFORMER DATA,TRANSFORMER DATA,CM,7,transformer,cm,DATA_TRANSFORMER,CM,N/A,The magnetizing admittance I/O code defines the units in which MAG1 and MAG2 are specified
1.13 Transformer Data,8,1,TRANSFORMER DATA,TRANSFORMER DATA,MAG1,8,1,TRANSFORMER DATA,TRANSFORMER DATA,MAG1,8,transformer,mag1,DATA_TRANSFORMER,MAG1,N/A,The transformer magnetizing admittance connected to ground at bus I
1.13 Transformer Data,9,1,TRANSFORMER DATA,TRANSFORMER DATA,MAG2,9,1,TRANSFORMER DATA,TRANSFORMER DATA,MAG2,9,transformer,mag2,DATA_TRANSFORMER,MAG2,N/A,The transformer magnetizing admittance connected to ground at bus I
1.13 Transformer Data,10,1,TRANSFORMER DATA,TRANSFORMER DATA,NMETR,10,1,TRANSFORMER DATA,TRANSFORMER DATA,NMETR,10,transformer,nmet,DATA_TRANSFORMER,MTBus,N/A,The nonmetered end code
1.13 Transformer Data,11,1,TRANSFORMER DATA,TRANSFORMER DATA,NAME,11,1,TRANSFORMER DATA,TRANSFORMER DATA,NAME,11,transformer,name,DATA_TRANSFORMER,XfmrName,N/A,Alphanumeric identifier assigned to the transformer
1.13 Transformer Data,12,1,TRANSFORMER DATA,TRANSFORMER DATA,STAT,12,1,TRANSFORMER DATA,TRANSFORMER DATA,STAT,12,transformer,stat,DATA_TRANSFORMER,Status,N/A,Transformer status of one for in-service and zero for out-of-service
1.13 Transformer Data,13,1,TRANSFORMER DATA,TRANSFORMER DATA,O1,13,1,TRANSFORMER DATA,TRANSFORMER DATA,O1,13,transformer,o1,DATA_TRANSFORMER,Own1,N/A,An owner number
1.13 Transformer Data,14,1,TRANSFORMER DATA,TRANSFORMER DATA,F1,14,1,TRANSFORMER DATA,TRANSFORMER DATA,F1,14,transformer,f1,DATA_TRANSFORMER,Own1%,N/A,The fraction of total ownership assigned to owner Oi
1.13 Transformer Data,15,1,TRANSFORMER DATA,TRANSFORMER DATA,O2,15,1,TRANSFORMER DATA,TRANSFORMER DATA,O2,15,transformer,o2,DATA_TRANSFORMER,Own2,N/A,An owner number
1.13 Transformer Data,16,1,TRANSFORMER DATA,TRANSFORMER DATA,F2,16,1,TRANSFORMER DATA,TRANSFORMER DATA,F2,16,transformer,f2,DATA_TRANSFORMER,Own2%,N/A,The fraction of total ownership assigned to owner Oi
1.13 Transformer Data,17,1,TRANSFORMER DATA,TRANSFORMER DATA,O3,17,1,TRANSFORMER DATA,TRANSFORMER DATA,O3,17,transformer,o3,DATA_TRANSFORMER,Own3,N/A,An owner number
1.13 Transformer Data,18,1,TRANSFORMER DATA,TRANSFORMER DATA,F3,18,1,TRANSFORMER DATA,TRANSFORMER DATA,F3,18,transformer,f3,DATA_TRANSFORMER,Own3%,N/A,The fraction of total ownership assigned to owner Oi
1.13 Transformer Data,19,1,TRANSFORMER DATA,TRANSFORMER DATA,O4,19,1,TRANSFORMER DATA,TRANSFORMER DATA,O4,19,transformer,o4,DATA_TRANSFORMER,Own4,N/A,An owner number
1.13 Transformer Data,20,1,TRANSFORMER DATA,TRANSFORMER DATA,F4,20,1,TRANSFORMER DATA,TRANSFORMER DATA,F4,20,transformer,f4,DATA_TRANSFORMER,Own4%,N/A,The fraction of total ownership assigned to owner Oi
1.13 Transformer Data,21,1,TRANSFORMER DATA,TRANSFORMER DATA,VECGRP,21,1,TRANSFORMER DATA,TRANSFORMER DATA,VECGRP,21,transformer,vecgrp,DATA_TRANSFORMER,N/A,N/A,Alphanumeric identifier specifying vector group based on transformer winding connections and phase angles
1.13 Transformer Data,22,1,TRANSFORMER DATA,TRANSFORMER DATA,ZCOD,22,1,TRANSFORMER DATA,TRANSFORMER DATA,ZCOD,22,transformer,zcod,DATA_TRANSFORMER,N/A,N/A,Method to be used in deriving actual transformer impedances in applying transformer impedance adjustment tables
1.13 Transformer Data,23,2,TRANSFORMER DATA,TRANSFORMER DATA,R1-2,23,2,TRANSFORMER DATA,TRANSFORMER DATA,R1-2,23,transformer,r1_2,DATA_TRANSFORMER,R1-2,N/A,The measured impedance of the transformer between the buses to which its first and second windings are connected
1.13 Transformer Data,24,2,TRANSFORMER DATA,TRANSFORMER DATA,X1-2,24,2,TRANSFORMER DATA,TRANSFORMER DATA,X1-2,24,transformer,x1_2,DATA_TRANSFORMER,X1-2,N/A,The measured impedance of the transformer between the buses to which its first and second windings are connected
1.13 Transformer Data,25,2,TRANSFORMER DATA,TRANSFORMER DATA,SBASE1-2,25,2,TRANSFORMER DATA,TRANSFORMER DATA,SBASE1-2,25,transformer,sbase1_2,DATA_TRANSFORMER,SBAS1,N/A,The Winding 1 to 2 three-phase base MVA of the transformer
1.13 Transformer Data,26,2,TRANSFORMER DATA,TRANSFORMER DATA,R2-3,26,2,TRANSFORMER DATA,TRANSFORMER DATA,R2-3,26,transformer,r2_3,DATA_TRANSFORMER,R2-3,N/A,The measured impedance of a three-winding transformer between the buses to which its second and third windings are connected
1.13 Transformer Data,27,2,TRANSFORMER DATA,TRANSFORMER DATA,X2-3,27,2,TRANSFORMER DATA,TRANSFORMER DATA,X2-3,27,transformer,x2_3,DATA_TRANSFORMER,X2-3,N/A,The measured impedance of a three-winding transformer between the buses to which its second and third windings are connected
1.13 Transformer Data,28,2,TRANSFORMER DATA,TRANSFORMER DATA,SBASE2-3,28,2,TRANSFORMER DATA,TRANSFORMER DATA,SBASE2-3,28,transformer,sbase2_3,DATA_TRANSFORMER,SBAS2,N/A,The Winding 2 to 3 three-phase base MVA of a three-winding transformer
1.13 Transformer Data,29,2,TRANSFORMER DATA,TRANSFORMER DATA,R3-1,29,2,TRANSFORMER DATA,TRANSFORMER DATA,R3-1,29,transformer,r3_1,DATA_TRANSFORMER,R3-1,N/A,The measured impedance of a three-winding transformer between the buses to which its third and first windings are connected
1.13 Transformer Data,30,2,TRANSFORMER DATA,TRANSFORMER DATA,X3-1,30,2,TRANSFORMER DATA,TRANSFORMER DATA,X3-1,30,transformer,x3_1,DATA_TRANSFORMER,X3-1,N/A,The measured impedance of a three-winding transformer between the buses to which its third and first windings are connected
1.13 Transformer Data,31,2,TRANSFORMER DATA,TRANSFORMER DATA,SBASE3-1,31,2,TRANSFORMER DATA,TRANSFORMER DATA,SBASE3-1,31,transformer,sbase3_1,DATA_TRANSFORMER,SBAS3,N/A,The Winding 3 to 1 three-phase base MVA of a three-winding transformer
1.13 Transformer Data,32,2,TRANSFORMER DATA,TRANSFORMER DATA,VMSTAR,32,2,TRANSFORMER DATA,TRANSFORMER DATA,VMSTAR,32,transformer,vmstar,DATA_TRANSFORMER,N/A,N/A,The voltage magnitude at the hidden star point bus; entered in pu
1.13 Transformer Data,33,2,TRANSFORMER DATA,TRANSFORMER DATA,ANSTAR,33,2,TRANSFORMER DATA,TRANSFORMER DATA,ANSTAR,33,transformer,anstar,DATA_TRANSFORMER,N/A,N/A,The bus voltage phase angle at the hidden star point bus; entered in degrees
1.13 Transformer Data,34,3,TRANSFORMER DATA,TRANSFORMER DATA,WINDV1,34,3,TRANSFORMER DATA,TRANSFORMER DATA,WINDV1,34,transformer,windv1,DATA_TRANSFORMER,W1WINDV,N/A,
1.13 Transformer Data,35,3,TRANSFORMER DATA,TRANSFORMER DATA,NOMV1,35,3,TRANSFORMER DATA,TRANSFORMER DATA,NOMV1,35,transformer,nomv1,DATA_TRANSFORMER,W1NOMV,N/A,The nominal (rated) Winding 1 voltage base in kV
1.13 Transformer Data,36,3,TRANSFORMER DATA,TRANSFORMER DATA,ANG1,36,3,TRANSFORMER DATA,TRANSFORMER DATA,ANG1,36,transformer,ang1,DATA_TRANSFORMER,W1ANG,N/A,The winding one phase shift angle in degrees
1.13 Transformer Data,37,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE11,37,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE11,37,transformer,wdg1rate1,DATA_TRANSFORMER,W1Rate1,N/A,
1.13 Transformer Data,38,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE 21,38,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE 21,38,transformer,wdg1rate2,DATA_TRANSFORMER,W1Rate2,N/A,
1.13 Transformer Data,39,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE 31,39,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE 31,39,transformer,wdg1rate3,DATA_TRANSFORMER,W1Rate3,N/A,
1.13 Transformer Data,40,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE41,40,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE41,40,transformer,wdg1rate4,DATA_TRANSFORMER,W1Rate4,N/A,
1.13 Transformer Data,41,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE51,41,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE51,41,transformer,wdg1rate5,DATA_TRANSFORMER,W1Rate5,N/A,
1.13 Transformer Data,42,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE61,42,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE61,42,transformer,wdg1rate6,DATA_TRANSFORMER,W1Rate6,N/A,
1.13 Transformer Data,43,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE71,43,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE71,43,transformer,wdg1rate7,DATA_TRANSFORMER,W1Rate7,N/A,
1.13 Transformer Data,44,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE81,44,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE81,44,transformer,wdg1rate8,DATA_TRANSFORMER,W1Rate8,N/A,
1.13 Transformer Data,45,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE91,45,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE91,45,transformer,wdg1rate9,DATA_TRANSFORMER,W1Rate9,N/A,
1.13 Transformer Data,46,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE101,46,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE101,46,transformer,wdg1rate10,DATA_TRANSFORMER,W1Rate10,N/A,
1.13 Transformer Data,47,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE111,47,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE111,47,transformer,wdg1rate11,DATA_TRANSFORMER,W1Rate11,N/A,
1.13 Transformer Data,48,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE121,48,3,TRANSFORMER DATA,TRANSFORMER DATA,RATE121,48,transformer,wdg1rate12,DATA_TRANSFORMER,W1Rate12,N/A,
1.13 Transformer Data,49,3,TRANSFORMER DATA,TRANSFORMER DATA,COD1,49,3,TRANSFORMER DATA,TRANSFORMER DATA,COD1,49,transformer,cod1,DATA_TRANSFORMER,W1AdjStatus,N/A,The transformer control mode for automatic adjustments of the Winding 1 tap or phase shift angle during power flow solutions
1.13 Transformer Data,50,3,TRANSFORMER DATA,TRANSFORMER DATA,CONT1,50,3,TRANSFORMER DATA,TRANSFORMER DATA,CONT1,50,transformer,cont1,DATA_TRANSFORMER,W1CtrlBus,N/A,"The bus number, or extended bus name enclosed in single quotes, of the bus for which voltage is to be controlled by the transformer"
1.13 Transformer Data,60,3,TRANSFORMER DATA,TRANSFORMER DATA,NODE1,51,3,TRANSFORMER DATA,TRANSFORMER DATA,NODE1,51,transformer,node1,DATA_TRANSFORMER,N/A,N/A,A node number of bus CONT1
1.13 Transformer Data,51,3,TRANSFORMER DATA,TRANSFORMER DATA,RMA1,52,3,TRANSFORMER DATA,TRANSFORMER DATA,RMA1,52,transformer,rma1,DATA_TRANSFORMER,W1RegulMax,N/A,
1.13 Transformer Data,52,3,TRANSFORMER DATA,TRANSFORMER DATA,RMI1,53,3,TRANSFORMER DATA,TRANSFORMER DATA,RMI1,53,transformer,rmi1,DATA_TRANSFORMER,W1RegulMin,N/A,
1.13 Transformer Data,53,3,TRANSFORMER DATA,TRANSFORMER DATA,VMA1,54,3,TRANSFORMER DATA,TRANSFORMER DATA,VMA1,54,transformer,vma1,DATA_TRANSFORMER,W1TargetMax,N/A,
1.13 Transformer Data,54,3,TRANSFORMER DATA,TRANSFORMER DATA,VMI1,55,3,TRANSFORMER DATA,TRANSFORMER DATA,VMI1,55,transformer,vmi1,DATA_TRANSFORMER,W1TargetMin,N/A,
1.13 Transformer Data,55,3,TRANSFORMER DATA,TRANSFORMER DATA,NTP1,56,3,TRANSFORMER DATA,TRANSFORMER DATA,NTP1,56,transformer,ntp1,DATA_TRANSFORMER,W1NumTapPos,N/A,The number of tap positions available
1.13 Transformer Data,56,3,TRANSFORMER DATA,TRANSFORMER DATA,TAB1,57,3,TRANSFORMER DATA,TRANSFORMER DATA,TAB1,57,transformer,tab1,DATA_TRANSFORMER,W1NTable,N/A,The number of a transformer impedance correction table
1.13 Transformer Data,57,3,TRANSFORMER DATA,TRANSFORMER DATA,CR1,58,3,TRANSFORMER DATA,TRANSFORMER DATA,CR1,58,transformer,cr1,DATA_TRANSFORMER,W1LDropR,N/A,The load drop compensation impedance for voltage controlling transformers entered in pu on system base quantities
1.13 Transformer Data,58,3,TRANSFORMER DATA,TRANSFORMER DATA,CX1,59,3,TRANSFORMER DATA,TRANSFORMER DATA,CX1,59,transformer,cx1,DATA_TRANSFORMER,W1LDropX,N/A,The load drop compensation impedance for voltage controlling transformers entered in pu on system base quantities
1.13 Transformer Data,59,3,TRANSFORMER DATA,TRANSFORMER DATA,CNXA1,60,3,TRANSFORMER DATA,TRANSFORMER DATA,CNXA1,60,transformer,cnxa1,DATA_TRANSFORMER,N/A,N/A,Winding connection angle in degrees
1.13 Transformer Data,61,4,TRANSFORMER DATA,TRANSFORMER DATA,WINDV2,61,4,TRANSFORMER DATA,TRANSFORMER DATA,WINDV2,61,transformer,windv2,DATA_TRANSFORMER,W2WINV,N/A,
1.13 Transformer Data,62,4,TRANSFORMER DATA,TRANSFORMER DATA,NOMV2,62,4,TRANSFORMER DATA,TRANSFORMER DATA,NOMV2,62,transformer,nomv2,DATA_TRANSFORMER,W2NOMV,N/A,The nominal (rated) Winding 2 voltage base in kV
1.13 Transformer Data,63,4,TRANSFORMER DATA,TRANSFORMER DATA,ANG2,63,4,TRANSFORMER DATA,TRANSFORMER DATA,ANG2,63,transformer,ang2,DATA_TRANSFORMER,W2ANG,N/A,The winding two phase shift angle in degrees
1.13 Transformer Data,64,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE12,64,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE12,64,transformer,wdg2rate1,DATA_TRANSFORMER,W2Rate1,N/A,
1.13 Transformer Data,65,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE22,65,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE22,65,transformer,wdg2rate2,DATA_TRANSFORMER,W2Rate2,N/A,
1.13 Transformer Data,66,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE32,66,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE32,66,transformer,wdg2rate3,DATA_TRANSFORMER,W2Rate3,N/A,
1.13 Transformer Data,67,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE42,67,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE42,67,transformer,wdg2rate4,DATA_TRANSFORMER,W2Rate4,N/A,
1.13 Transformer Data,68,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE52,68,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE52,68,transformer,wdg2rate5,DATA_TRANSFORMER,W2Rate5,N/A,
1.13 Transformer Data,69,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE62,69,4,TRANSFORMER DATA,TRANSFORMER DATA,RATE62,69,transformer,wdg2rate6,DATA_TRANSFORMER,W2Rate6,N/A,
